rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
15842	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	366571	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15843	SLC16A8	solute carrier family 16, member 8 (monocarboxylic acid transporter 3)	123993	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15844	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	381099	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15845	SLC17A1	solute carrier family 17 (sodium phosphate), member 1	354955	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15846	SLC17A2	solute carrier family 17 (sodium phosphate), member 2	332262	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15847	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	372226	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15848	SLC17A4	solute carrier family 17 (sodium phosphate), member 4	377909	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15849	SLC17A5	solute carrier family 17 (anion/sugar transporter), member 5	362155	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15850	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	441379	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15851	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	400465	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15852	SLC17A8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	445943	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15853	SLC17A9	solute carrier family 17, member 9	304753	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15854	SLC18A3	solute carrier family 18 (vesicular acetylcholine), member 3	368663	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15855	SLC19A2	solute carrier family 19 (thiamine transporter), member 2	322984	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15856	SLC19A3	solute carrier family 19, member 3	371601	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15857	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	397658	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15858	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	429745	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15859	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	408721	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15860	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	317111	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15861	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	291866	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15862	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	412081	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15863	SLC1A7	solute carrier family 1 (glutamate transporter), member 7	399764	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15864	SLC20A2	solute carrier family 20 (phosphate transporter), member 2	487530	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15865	SLC22A1	solute carrier family 22 (organic cation transporter), member 1	416215	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15866	SLC22A10	solute carrier family 22, member 10	408413	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15867	SLC22A12	solute carrier family 22 (organic anion/urate transporter), member 12	407319	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15868	SLC22A13	solute carrier family 22, member 13	398212	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15869	SLC22A14	solute carrier family 22, member 14	433910	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15870	SLC22A17	solute carrier family 22, member 17	305533	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15871	SLC22A18	solute carrier family 22, member 18	248774	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15872	SLC22A2	solute carrier family 22 (organic cation transporter), member 2	419776	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15873	SLC22A20	solute carrier family 22, member 20	178564	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15874	SLC22A23	solute carrier family 22, member 23	321967	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15875	SLC22A3	solute carrier family 22 (extraneuronal monoamine transporter), member 3	342188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15876	SLC22A5	solute carrier family 22 (organic cation/carnitine transporter), member 5	396827	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15877	SLC22A6	solute carrier family 22 (organic anion transporter), member 6	395024	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15878	SLC23A1	solute carrier family 23 (nucleobase transporters), member 1	376598	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15879	SLC23A3	solute carrier family 23 (nucleobase transporters), member 3	396525	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15880	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	223137	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15881	SLC24A2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	484263	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15882	SLC24A4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	460857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15883	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	173865	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15884	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	239338	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15885	SLC25A13	solute carrier family 25, member 13 (citrin)	506729	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15886	SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14	247752	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15887	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	228430	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15888	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	220707	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15889	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	234128	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15890	SLC25A18	solute carrier family 25 (mitochondrial carrier), member 18	208217	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15891	SLC25A19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	241218	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15892	SLC25A21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	214841	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15893	SLC25A23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	335252	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15894	SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	364612	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15895	SLC25A25	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	454558	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15896	SLC25A26	solute carrier family 25, member 26	120546	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15897	SLC25A27	solute carrier family 25, member 27	247291	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15898	SLC25A28	solute carrier family 25, member 28	228910	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15899	SLC25A29	solute carrier family 25, member 29	125256	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15900	SLC25A30	solute carrier family 25, member 30	223380	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15901	SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	238144	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15902	SLC25A32	solute carrier family 25, member 32	236579	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15903	SLC25A33	solute carrier family 25, member 33	226084	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15904	SLC25A34	solute carrier family 25, member 34	192846	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15905	SLC25A35	solute carrier family 25, member 35	223846	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15906	SLC25A36	solute carrier family 25, member 36	213112	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15907	SLC25A37	solute carrier family 25, member 37	224567	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15908	SLC25A38	solute carrier family 25, member 38	231977	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15909	SLC25A39	solute carrier family 25, member 39	256638	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15910	SLC25A4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	195100	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15911	SLC25A41	solute carrier family 25, member 41	267260	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15912	SLC25A43	solute carrier family 25, member 43	187647	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15913	SLC25A44	solute carrier family 25, member 44	235421	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15914	SLC25A45	solute carrier family 25, member 45	219185	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15915	SLC25A46	solute carrier family 25, member 46	244036	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15916	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	212844	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15917	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	218437	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15918	SLC26A10	solute carrier family 26, member 10	378675	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15919	SLC26A3	solute carrier family 26, member 3	581842	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15920	SLC26A5	solute carrier family 26, member 5 (prestin)	576157	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15921	SLC26A6	solute carrier family 26, member 6	550919	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15922	SLC26A9	solute carrier family 26, member 9	658612	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15923	SLC27A2	solute carrier family 27 (fatty acid transporter), member 2	459970	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15924	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5	405040	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15925	SLC28A2	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	502905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15926	SLC28A3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	527284	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15927	SLC29A2	solute carrier family 29 (nucleoside transporters), member 2	308134	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15928	SLC29A3	solute carrier family 29 (nucleoside transporters), member 3	356314	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15929	SLC29A4	solute carrier family 29 (nucleoside transporters), member 4	380547	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15930	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	364905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15931	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	402945	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15932	SLC2A11	solute carrier family 2 (facilitated glucose transporter), member 11	365438	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15933	SLC2A12	solute carrier family 2 (facilitated glucose transporter), member 12	460913	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15934	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	390440	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15935	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	375040	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15936	SLC2A4	solute carrier family 2 (facilitated glucose transporter), member 4	371797	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15937	SLC2A4RG	SLC2A4 regulator	167108	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15938	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5	359508	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15939	SLC30A1	solute carrier family 30 (zinc transporter), member 1	360517	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15940	SLC30A2	solute carrier family 30 (zinc transporter), member 2	282858	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15941	SLC30A3	solute carrier family 30 (zinc transporter), member 3	293073	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15942	SLC30A5	solute carrier family 30 (zinc transporter), member 5	569840	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15943	SLC30A7	solute carrier family 30 (zinc transporter), member 7	288325	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15944	SLC30A8	solute carrier family 30 (zinc transporter), member 8	280760	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15945	SLC30A9	solute carrier family 30 (zinc transporter), member 9	436267	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15946	SLC31A1	solute carrier family 31 (copper transporters), member 1	144894	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15947	SLC31A2	solute carrier family 31 (copper transporters), member 2	106769	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15948	SLC34A1	solute carrier family 34 (sodium phosphate), member 1	483704	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15949	SLC34A2	solute carrier family 34 (sodium phosphate), member 2	521207	0	0	0	4	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15950	SLC34A3	solute carrier family 34 (sodium phosphate), member 3	359391	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15951	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	249780	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15952	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	207227	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15953	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	242890	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15954	SLC35A4	solute carrier family 35, member A4	240833	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15955	SLC35A5	solute carrier family 35, member A5	319293	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15956	SLC35B1	solute carrier family 35, member B1	246490	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15957	SLC35B2	solute carrier family 35, member B2	319802	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15958	SLC35B3	solute carrier family 35, member B3	283264	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15959	SLC35B4	solute carrier family 35, member B4	231414	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15960	SLC35C1	solute carrier family 35, member C1	264905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15961	SLC35D1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	267707	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15962	SLC35D2	solute carrier family 35, member D2	209209	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15963	SLC35D3	solute carrier family 35, member D3	230897	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15964	SLC35E2	solute carrier family 35, member E2	167965	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15965	SLC35E3	solute carrier family 35, member E3	236652	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15966	SLC35E4	solute carrier family 35, member E4	225300	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15967	SLC35F2	solute carrier family 35, member F2	266451	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15968	SLC35F3	solute carrier family 35, member F3	351857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15969	SLC35F4	solute carrier family 35, member F4	360763	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15970	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	361866	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15971	SLC36A2	solute carrier family 36 (proton/amino acid symporter), member 2	365424	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15972	SLC36A3	solute carrier family 36 (proton/amino acid symporter), member 3	357187	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15973	SLC36A4	solute carrier family 36 (proton/amino acid symporter), member 4	353200	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15974	SLC37A1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	411449	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15975	SLC37A2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	386025	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15976	SLC37A3	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	413154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15977	SLC38A10	solute carrier family 38, member 10	872043	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15978	SLC38A11	solute carrier family 38, member 11	290462	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15979	SLC38A2	solute carrier family 38, member 2	385047	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15980	SLC38A3	solute carrier family 38, member 3	338452	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15981	SLC38A5	solute carrier family 38, member 5	220686	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15982	SLC38A6	solute carrier family 38, member 6	332479	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15983	SLC38A9	solute carrier family 38, member 9	421739	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15984	SLC39A1	solute carrier family 39 (zinc transporter), member 1	238285	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15985	SLC39A11	solute carrier family 39 (metal ion transporter), member 11	258260	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15986	SLC39A13	solute carrier family 39 (zinc transporter), member 13	278083	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15987	SLC39A14	solute carrier family 39 (zinc transporter), member 14	371526	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15988	SLC39A3	solute carrier family 39 (zinc transporter), member 3	251619	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15989	SLC39A4	solute carrier family 39 (zinc transporter), member 4	381814	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15990	SLC39A5	solute carrier family 39 (metal ion transporter), member 5	409098	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15991	SLC39A6	solute carrier family 39 (zinc transporter), member 6	564559	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15992	SLC39A7	solute carrier family 39 (zinc transporter), member 7	352293	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15993	SLC39A8	solute carrier family 39 (zinc transporter), member 8	291627	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15994	SLC39A9	solute carrier family 39 (zinc transporter), member 9	232383	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15995	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	428651	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15996	SLC41A3	solute carrier family 41, member 3	434273	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15997	SLC43A1	solute carrier family 43, member 1	401236	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15998	SLC43A2	solute carrier family 43, member 2	322946	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15999	SLC44A1	solute carrier family 44, member 1	472657	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16000	SLC44A2	solute carrier family 44, member 2	528889	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16001	SLC44A5	solute carrier family 44, member 5	546630	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16002	SLC45A1	solute carrier family 45, member 1	548789	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16003	SLC45A2	solute carrier family 45, member 2	401390	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16004	SLC45A3	solute carrier family 45, member 3	411420	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16005	SLC46A1	solute carrier family 46 (folate transporter), member 1	258533	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16006	SLC46A2	solute carrier family 46, member 2	354874	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16007	SLC46A3	solute carrier family 46, member 3	344980	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16008	SLC47A1	solute carrier family 47, member 1	403101	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16009	SLC47A2	solute carrier family 47, member 2	430324	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
16010	SLC48A1	solute carrier family 48 (heme transporter), member 1	33103	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
